id,title,domainKey,domainLabel,relatedIndicationKey,relatedIndicationLabel,screeningRiskTarget,minAgeMonth,maxAgeMonth,ageRange,difficulty,estimatedDurationMinutes,recommendedFrequencyPerWeek,materials,description,purpose,steps,successIndicator,observationScoreGuide,safetyNotes,sourceNote
ACT-042,Menyebut Mau atau Tidak,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,18,21,18-21 bulan,Mudah,5,5,dua pilihan makanan/mainan,Aktivitas stimulasi rumah untuk usia 18-21 bulan yang membantu anak berlatih: menggunakan kata atau isyarat jelas untuk memilih mau/tidak.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan dua pilihan makanan/mainan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menggunakan kata atau isyarat jelas untuk memilih mau/tidak. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menggunakan kata atau isyarat jelas untuk memilih mau/tidak secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-043,Melepas Kaus Kaki Sendiri,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,kaus kaki anak yang dilonggarkan,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: menarik kaus kaki hingga terlepas.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan kaus kaki anak yang dilonggarkan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menarik kaus kaki hingga terlepas. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menarik kaus kaki hingga terlepas secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-044,Melompat dengan Dua Kaki,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,21,24,21-24 bulan,Mudah,5,4,lantai aman atau matras,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: melompat di tempat dengan dua kaki terangkat bersamaan.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan lantai aman atau matras di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melompat di tempat dengan dua kaki terangkat bersamaan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melompat di tempat dengan dua kaki terangkat bersamaan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-045,Menyebut Dua Kata,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,21,24,21-24 bulan,Mudah,5,5,situasi makan/bermain harian,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: menggabungkan dua kata sederhana seperti mau bola.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan situasi makan/bermain harian di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menggabungkan dua kata sederhana seperti mau bola. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menggabungkan dua kata sederhana seperti mau bola secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-046,Menara 4 Balok,FINE_MOTOR,Gerak Halus,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,21,24,21-24 bulan,Mudah,5,4,empat balok besar,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: menumpuk empat balok menjadi menara.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan empat balok besar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menumpuk empat balok menjadi menara. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menumpuk empat balok menjadi menara secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-047,Mencuci Tangan dengan Bantuan,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,"air mengalir, sabun, handuk kecil",Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: mengikuti urutan mencuci tangan dengan bantuan.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.","Siapkan air mengalir, sabun, handuk kecil di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengikuti urutan mencuci tangan dengan bantuan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.",Anak mampu mengikuti urutan mencuci tangan dengan bantuan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-048,Menyortir Besar Kecil,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,benda besar dan kecil dalam dua wadah,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: memisahkan benda besar dan kecil ke wadah berbeda.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan benda besar dan kecil dalam dua wadah di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memisahkan benda besar dan kecil ke wadah berbeda. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memisahkan benda besar dan kecil ke wadah berbeda secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-049,Mengikuti Lagu Gerak,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,lagu anak sederhana,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: meniru dua gerakan dalam lagu.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan lagu anak sederhana di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: meniru dua gerakan dalam lagu. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu meniru dua gerakan dalam lagu secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-050,Membuka Resleting Besar,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,tas atau jaket dengan resleting besar,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: menarik resleting besar naik atau turun.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan tas atau jaket dengan resleting besar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menarik resleting besar naik atau turun. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menarik resleting besar naik atau turun secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-051,Meniru Garis Horizontal,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,kertas dan krayon,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: meniru garis horizontal setelah dicontohkan.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas dan krayon di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: meniru garis horizontal setelah dicontohkan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu meniru garis horizontal setelah dicontohkan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-052,Bermain Pura-pura Memberi Makan Boneka,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,boneka dan sendok mainan,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: melakukan permainan pura-pura memberi makan boneka.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan boneka dan sendok mainan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melakukan permainan pura-pura memberi makan boneka. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melakukan permainan pura-pura memberi makan boneka secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan makanan sesuai usia dan tidak berisiko tersedak.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-053,Menyebut Nama Teman Keluarga,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,21,24,21-24 bulan,Mudah,5,5,foto keluarga/teman,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: menyebut nama panggilan orang familiar.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan foto keluarga/teman di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyebut nama panggilan orang familiar. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyebut nama panggilan orang familiar secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-054,Melempar Bola ke Keranjang,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,21,24,21-24 bulan,Mudah,5,4,bola ringan dan keranjang,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: melempar bola ke keranjang dari jarak dekat.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan bola ringan dan keranjang di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melempar bola ke keranjang dari jarak dekat. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melempar bola ke keranjang dari jarak dekat secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-055,Memasangkan Tutup Botol,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,botol plastik dan tutup besar,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: memasang tutup botol dengan putaran sederhana.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan botol plastik dan tutup besar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memasang tutup botol dengan putaran sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memasang tutup botol dengan putaran sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-056,Membereskan Mainan ke Kotak,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,21,24,21-24 bulan,Mudah,5,4,kotak mainan,Aktivitas stimulasi rumah untuk usia 21-24 bulan yang membantu anak berlatih: memasukkan mainan ke kotak setelah diminta.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan kotak mainan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memasukkan mainan ke kotak setelah diminta. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memasukkan mainan ke kotak setelah diminta secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-057,Perintah Dua Tahap Sederhana,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,24,30,24-30 bulan,Sedang,10,5,dua benda rumah,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: menjalankan dua instruksi berurutan sederhana.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan dua benda rumah di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menjalankan dua instruksi berurutan sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menjalankan dua instruksi berurutan sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-058,Menyebut 5 Benda Rumah,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,24,30,24-30 bulan,Sedang,10,5,lima benda rumah familiar,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: menyebut minimal lima nama benda rumah.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan lima benda rumah familiar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyebut minimal lima nama benda rumah. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyebut minimal lima nama benda rumah secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-059,Berlari Aman di Jalur,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,24,30,24-30 bulan,Sedang,10,4,jalur lurus dari selotip di lantai,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: berlari mengikuti jalur tanpa sering keluar garis.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan jalur lurus dari selotip di lantai di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: berlari mengikuti jalur tanpa sering keluar garis. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu berlari mengikuti jalur tanpa sering keluar garis secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-060,Menara 6 Balok,FINE_MOTOR,Gerak Halus,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,24,30,24-30 bulan,Sedang,10,4,enam balok,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: menumpuk enam balok menjadi menara stabil.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan enam balok di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menumpuk enam balok menjadi menara stabil. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menumpuk enam balok menjadi menara stabil secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-061,Meniru Lingkaran Awal,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,24,30,24-30 bulan,Sedang,10,4,kertas dan krayon,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: membuat gerakan melingkar setelah dicontohkan.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas dan krayon di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: membuat gerakan melingkar setelah dicontohkan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu membuat gerakan melingkar setelah dicontohkan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-062,Memakai Sandal Sendiri,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,24,30,24-30 bulan,Sedang,10,4,sandal anak yang mudah dipakai,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: memasukkan kaki ke sandal yang sesuai.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan sandal anak yang mudah dipakai di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memasukkan kaki ke sandal yang sesuai. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memasukkan kaki ke sandal yang sesuai secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-063,Memilih Gambar Sesuai Fungsi,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,24,30,24-30 bulan,Sedang,10,4,kartu gambar benda,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: memilih benda sesuai fungsi yang disebutkan.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan kartu gambar benda di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memilih benda sesuai fungsi yang disebutkan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memilih benda sesuai fungsi yang disebutkan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-064,Menyortir Warna Primer,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,24,30,24-30 bulan,Sedang,10,4,"balok merah, biru, kuning",Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: mengelompokkan benda berdasarkan warna primer.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.","Siapkan balok merah, biru, kuning di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengelompokkan benda berdasarkan warna primer. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.",Anak mampu mengelompokkan benda berdasarkan warna primer secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-065,Menunggu Giliran Bermain,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,24,30,24-30 bulan,Sedang,10,4,mainan bergilir,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: menunggu giliran bermain minimal 10 detik.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan mainan bergilir di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menunggu giliran bermain minimal 10 detik. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menunggu giliran bermain minimal 10 detik secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
